phase,flux,flux_err
-2.0208296796739758,1.0116321,0.005364494
-2.0206546514742545,1.0069225,0.0053204256
-2.0206255877608803,0.9997472,0.005359876
-2.0206032318399925,1.0024014,0.005624125
-2.0205981996936484,0.9943001,0.0053501404
-2.020423164976394,0.9999408,0.0053164517
-2.020394104520924,0.98766595,0.005347508
-2.0203717527902976,0.99594253,0.005616804
-2.0203667192476598,1.0015026,0.00534564
-2.020278363366952,1.0005944,0.0024188533
-2.0202449486799265,0.9995707,0.002763413
-2.0201916780125266,1.0046389,0.005319822
-2.0201626217466284,1.0056747,0.0053643323
-2.0201402737409477,0.9992539,0.005615353
-2.020135239268022,1.0086799,0.00536172
-2.0200194990453726,0.99879557,0.002413747
-2.0200035037207535,0.9958262,0.0022547243
-2.019960191514321,0.9966641,0.0053116684
-2.019931138507707,0.9966832,0.0053618015
-2.0199087946909082,1.0008458,0.00564043
-2.019903758823068,0.99581933,0.005347073
-2.0198444480327327,1.0017656,0.0023988518
-2.0197930553992363,0.9986238,0.0025393409
-2.0197287050161155,1.0077729,0.005327162
-2.0196996557337568,1.0063834,0.0053636576
-2.0196773161065296,1.0031796,0.0056272205
-2.0196722788430854,1.0011333,0.005354224
-2.0194972180529382,0.9997954,0.0053166673
-2.0194737388914983,1.0008662,0.0023818945
-2.0194681729601514,0.99488384,0.0053549563
-2.0194458370571797,1.0010087,0.005616424
-2.019440798397442,1.0045167,0.0053593987
-2.019265731554732,1.0062982,0.0053251823
-2.0192366897208847,1.0043637,0.005361745
-2.01921435800783,1.0016346,0.005624731
-2.0192093184171145,1.0006058,0.005354228
-2.0190342450565266,1.0025265,0.00532146
-2.0190052069462445,0.9969279,0.0053468086
-2.0189828789577904,0.99245554,0.005618561
-2.0189778379714705,1.0038342,0.0053530596
-2.0188894653273013,0.9985561,0.0024152212
-2.018856063219512,0.99951994,0.0027648434
-2.0188027580926597,0.9939538,0.0053080088
-2.018773723706288,0.9926776,0.0053500654
-2.0187514003737568,1.0044746,0.0056373654
-2.018746357991488,1.0018075,0.0053566215
-2.0186306177684936,1.0002759,0.0024145846
-2.018614625245258,1.0004711,0.0022572908
-2.0185712715944537,1.0048113,0.0053125955
-2.018542240933028,0.99971104,0.005355225
-2.018519921324752,1.0017513,0.0056286105
-2.0185148780121955,0.999559,0.005345136
-2.018455528112175,1.000012,0.0023986485
-2.0184041820327354,1.0002874,0.0025420527
-2.018339785096593,0.99790114,0.005322222
-2.018310757693761,0.9947664,0.005345902
-2.018288442275747,0.99959505,0.0056197084
-2.018283397567241,0.9973791,0.005348897
-2.0181082981323812,1.0017587,0.0053168493
-2.0180848878903643,1.0012796,0.0023802174
-2.0180792749205008,0.99754846,0.005351552
-2.0180569632263974,1.0049564,0.0056284633
-2.0180519175865688,1.008183,0.005362849
-2.0178768116345203,1.00005,0.0053124297
-2.0178477916805444,0.99500865,0.0053442707
